USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
MD	24031701503	4487396	2724	1.733	0.001	39.0601655	-76.9902806                                                                                                                                          
MD	24031701505	3340980	1699	1.29	0.001	39.0236759	-76.9847904                                                                                                                                           
MD	24031701506	6051183	5209	2.336	0.002	39.0533458	-77.0033466                                                                                                                                          
MD	24031701507	5547371	6208	2.142	0.002	39.0833905	-77.013595                                                                                                                                           
MD	24031701508	915141	389	0.353	0.	39.0453954	-76.9770714                                                                                                                                               
MD	24031701509	4085039	0	1.577	0.	39.0331015	-76.9767518                                                                                                                                                
MD	24031701601	299513	0	0.116	0.	39.0147763	-76.9763428                                                                                                                                                 
MD	24031701602	1684145	131	0.65	0.	39.0107123	-76.9847238                                                                                                                                               
MD	24031701701	913040	1381	0.353	0.001	38.9767741	-77.0074384                                                                                                                                           
MD	24031701702	566913	0	0.219	0.	38.9895261	-77.0025686                                                                                                                                                 
MD	24031701703	1102887	0	0.426	0.	38.9844888	-76.9911737                                                                                                                                                
MD	24031701704	1287357	7973	0.497	0.003	38.9758298	-76.9981538                                                                                                                                          
MD	24031701800	1539708	4700	0.594	0.002	38.9824111	-77.0121085                                                                                                                                          
MD	24031701900	455312	0	0.176	0.	38.993076	-76.9999814                                                                                                                                                  
MD	24031702000	980655	0	0.379	0.	38.9951964	-76.9932806                                                                                                                                                 
MD	24031702101	1638397	22613	0.633	0.009	39.0084284	-76.9944183                                                                                                                                         
MD	24031702102	1622764	26311	0.627	0.01	39.0219894	-77.0047129                                                                                                                                          
MD	24031702200	1657149	0	0.64	0.	39.0093284	-77.0065176                                                                                                                                                 
MD	24031702301	608161	0	0.235	0.	39.0000573	-77.0043803                                                                                                                                                 
MD	24031702302	1546299	3511	0.597	0.001	39.0094941	-77.0189819                                                                                                                                          
MD	24031702401	942462	0	0.364	0.	38.9891295	-77.0086375                                                                                                                                                 
MD	24031702402	964624	0	0.372	0.	38.9929711	-77.0178539                                                                                                                                                 
MD	24031702500	1123770	0	0.434	0.	38.9921576	-77.0271619                                                                                                                                                
MD	24031702601	345701	0	0.133	0.	38.9929737	-77.0337829                                                                                                                                                 
MD	24031702602	484666	0	0.187	0.	38.9936755	-77.0480743                                                                                                                                                 
MD	24031702700	3453512	49346	1.333	0.019	38.9992707	-77.0552841                                                                                                                                         
MD	24031702800	1675532	0	0.647	0.	39.0059822	-77.0431445                                                                                                                                                
MD	24031702900	2565057	0	0.99	0.	39.00564	-77.0277748                                                                                                                                                   
MD	24031703000	1083280	0	0.418	0.	39.0183953	-77.0214385                                                                                                                                                
MD	24031703100	1819845	0	0.703	0.	39.0263927	-77.0219861                                                                                                                                                
MD	24031703201	4257516	21259	1.644	0.008	39.080826	-77.092528                                                                                                                                           
MD	24031703202	4115193	15454	1.589	0.006	39.0951706	-77.0938453                                                                                                                                         
MD	24031703206	2669749	4563	1.031	0.002	39.0724469	-77.0546839                                                                                                                                          
MD	24031703207	4006354	15099	1.547	0.006	39.0540817	-77.0335591                                                                                                                                         
MD	24031703208	3910519	56749	1.51	0.022	39.0525053	-77.0142425                                                                                                                                          
MD	24031703209	1784910	1925	0.689	0.001	39.0389118	-77.0339921                                                                                                                                          
MD	24031703210	1259002	15217	0.486	0.006	39.0325523	-77.0141838                                                                                                                                         
MD	24031703212	5820154	75436	2.247	0.029	39.0778696	-77.0359458                                                                                                                                         
MD	24031703213	588534	889	0.227	0.	39.0891297	-77.0755351                                                                                                                                               
MD	24031703214	1800885	117	0.695	0.	39.0850135	-77.0677793                                                                                                                                              
MD	24031703215	1417234	0	0.547	0.	39.0846848	-77.0539509                                                                                                                                                
MD	24031703216	1313833	568	0.507	0.	39.0976145	-77.0705409                                                                                                                                              
MD	24031703218	611978	4362	0.236	0.002	39.1071892	-77.071024                                                                                                                                            
MD	24031703219	919551	16143	0.355	0.006	39.1050878	-77.0618206                                                                                                                                          
MD	24031703220	2318657	16098	0.895	0.006	39.0960373	-77.0511748                                                                                                                                         
MD	24031703221	4320790	14379	1.668	0.006	39.1081304	-77.0420009                                                                                                                                         
MD	24031703301	1502456	0	0.58	0.	39.0700883	-77.0936006                                                                                                                                                 
MD	24031703302	1658961	16785	0.641	0.006	39.0736794	-77.0819211                                                                                                                                         
MD	24031703401	1780786	139	0.688	0.	39.0614003	-77.0799698                                                                                                                                              
MD	24031703402	1265669	0	0.489	0.	39.0695576	-77.0690635                                                                                                                                                
MD	24031703403	1214584	0	0.469	0.	39.061654	-77.0623465                                                                                                                                                 
MD	24031703404	572813	0	0.221	0.	39.0548319	-77.0701459                                                                                                                                                 
MD	24031703501	2206992	82064	0.852	0.032	39.0533187	-77.0882029                                                                                                                                         
MD	24031703502	1423724	7408	0.55	0.003	39.0379826	-77.0818199                                                                                                                                           
MD	24031703601	1784342	0	0.689	0.	39.0415445	-77.0693717                                                                                                                                                
MD	24031703602	1164895	783	0.45	0.	39.0315386	-77.0621522                                                                                                                                               
MD	24031703701	1186279	0	0.458	0.	39.0533075	-77.0624509                                                                                                                                                
MD	24031703702	1242321	0	0.48	0.	39.0486524	-77.0563035                                                                                                                                                 
MD	24031703800	1215086	139	0.469	0.	39.03606	-77.054713                                                                                                                                                 
MD	24031703901	1436140	5035	0.554	0.002	39.0202612	-77.0362582                                                                                                                                          
MD	24031703902	2174196	0	0.839	0.	39.0322535	-77.0397148                                                                                                                                                
MD	24031704000	2246292	181	0.867	0.	39.021678	-77.0544179                                                                                                                                               
MD	24031704100	3763850	43805	1.453	0.017	39.0169686	-77.0745888                                                                                                                                         
MD	24031704200	1230283	0	0.475	0.	39.0264582	-77.0738394                                                                                                                                                
MD	24031704300	1969041	44040	0.76	0.017	39.0235007	-77.0914541                                                                                                                                          
MD	24031704401	2268983	2057	0.876	0.001	39.0218818	-77.1147298                                                                                                                                          
MD	24031704403	250465	0	0.097	0.	39.0165836	-77.1050193                                                                                                                                                 
MD	24031704404	2681818	1576	1.035	0.001	39.0120658	-77.0997918                                                                                                                                          
MD	24031704501	2210849	404	0.854	0.	39.01776	-77.1345988                                                                                                                                                
MD	24031704502	2113863	0	0.816	0.	39.0089751	-77.1363213                                                                                                                                                
MD	24031704503	1663672	0	0.642	0.	39.006532	-77.1191245                                                                                                                                                 
MD	24031704600	1899130	0	0.733	0.	38.9970312	-77.1177739                                                                                                                                                
MD	24031704700	2007504	0	0.775	0.	38.9850705	-77.1074188                                                                                                                                                
MD	24031704803	609663	0	0.235	0.	38.9779198	-77.0964429                                                                                                                                                 
MD	24031704804	344517	0	0.133	0.	38.9834063	-77.093526                                                                                                                                                  
MD	24031704805	309190	0	0.119	0.	38.9865015	-77.0933803                                                                                                                                                 
MD	24031704806	429296	0	0.166	0.	38.9904777	-77.0981822                                                                                                                                                 
MD	24031705000	4550200	11079	1.757	0.004	38.9984654	-77.0906078                                                                                                                                         
MD	24031705100	3420181	6819	1.321	0.003	38.9954347	-77.0730231                                                                                                                                          
MD	24031705200	1841341	1853	0.711	0.001	38.9837902	-77.065309                                                                                                                                           
MD	24031705300	1055685	0	0.408	0.	38.9697506	-77.0794977                                                                                                                                                
MD	24031705400	1965939	0	0.759	0.	38.9786948	-77.0836487                                                                                                                                                
MD	24031705501	204003	0	0.079	0.	38.964393	-77.0914538                                                                                                                                                  
MD	24031705502	2628717	0	1.015	0.	38.9704538	-77.1019047                                                                                                                                                
MD	24031705601	1179882	5940	0.456	0.002	38.9566642	-77.1006777                                                                                                                                          
MD	24031705602	539245	0	0.208	0.	38.9609122	-77.0903357                                                                                                                                                 
MD	24031705701	1918394	0	0.741	0.	38.9658091	-77.115724                                                                                                                                                 
MD	24031705702	2477694	125630	0.957	0.049	38.9542113	-77.1108685                                                                                                                                        
MD	24031705800	6783649	2841923	2.619	1.097	38.9601018	-77.1276427                                                                                                                                       
MD	24031705901	5092772	23248	1.966	0.009	38.9959383	-77.1411785                                                                                                                                         
MD	24031705902	3670156	10972	1.417	0.004	38.9798697	-77.1410698                                                                                                                                         
MD	24031705903	2832632	0	1.094	0.	38.9817943	-77.1223739                                                                                                                                                
MD	24031706005	10142791	34264	3.916	0.013	39.0201034	-77.1887353                                                                                                                                        
MD	24031706007	12808736	87675	4.945	0.034	39.0439125	-77.210422                                                                                                                                         
MD	24031706008	19312400	3943616	7.457	1.523	38.9966198	-77.2227804                                                                                                                                      
MD	24031706009	11725917	92064	4.527	0.036	38.9959125	-77.1938101                                                                                                                                        
MD	24031706010	2003392	4672	0.774	0.002	39.0254825	-77.1669436                                                                                                                                          
MD	24031706011	3798914	829	1.467	0.	39.0379466	-77.1759645                                                                                                                                              
MD	24031706012	2086441	40250	0.806	0.016	39.0301126	-77.1523847                                                                                                                                         
MD	24031706013	4118734	36841	1.59	0.014	39.0095058	-77.1589988                                                                                                                                          
MD	24033800102	1344342	0	0.519	0.	39.1061029	-76.8569904                                                                                                                                                
MD	24033800103	2284366	0	0.882	0.	39.0966921	-76.8401149                                                                                                                                                
MD	24033800105	2077268	1651	0.802	0.001	39.1059782	-76.8746806                                                                                                                                          
MD	24033800106	2235741	51673	0.863	0.02	39.0953558	-76.8795704                                                                                                                                          
MD	24033800108	916052	0	0.354	0.	39.0957097	-76.8603976                                                                                                                                                 
MD	24033800109	877619	0	0.339	0.	39.0989183	-76.8657129                                                                                                                                                 
MD	24033800203	10592338	296165	4.09	0.114	39.1017126	-76.899811                                                                                                                                         
MD	24033800206	7884451	55587	3.044	0.021	39.0425507	-76.8264852                                                                                                                                         
MD	24033800208	5958558	23056	2.301	0.009	39.0577785	-76.8600896                                                                                                                                         
MD	24033800209	721761	0	0.279	0.	39.0865559	-76.8499027                                                                                                                                                 
MD	24033800210	938549	0	0.362	0.	39.0769091	-76.8552654                                                                                                                                                 
MD	24033800211	2999983	9662	1.158	0.004	39.0771053	-76.8420634                                                                                                                                          
MD	24033800212	4247940	8201	1.64	0.003	39.0789014	-76.8838574                                                                                                                                           
MD	24033800213	2389032	8137	0.922	0.003	39.0861685	-76.8633956                                                                                                                                          
MD	24033800214	727568	0	0.281	0.	39.0699919	-76.8513061                                                                                                                                                 
MD	24033800215	1359106	0	0.525	0.	39.0689759	-76.8634425                                                                                                                                                
MD	24033800401	4913141	34739	1.897	0.013	38.9947113	-76.7251021                                                                                                                                         
MD	24033800402	3500727	0	1.352	0.	38.9837933	-76.7438263                                                                                                                                                
MD	24033800403	3229098	1039	1.247	0.	38.9981639	-76.7514702                                                                                                                                             
MD	24033800408	10477810	211968	4.046	0.082	38.9726945	-76.8073698                                                                                                                                       
MD	24033800409	7988486	48332	3.084	0.019	38.9840406	-76.7772461                                                                                                                                         
MD	24033800410	14362846	63991	5.546	0.025	39.0107193	-76.7682859                                                                                                                                        
MD	24033800411	33728093	971256	13.022	0.375	39.0245929	-76.8124995                                                                                                                                      
MD	24033800412	2178862	0	0.841	0.	38.9839494	-76.8433498                                                                                                                                                
MD	24033800413	1485027	1843	0.573	0.001	38.9864764	-76.8288898                                                                                                                                          
MD	24033800504	9818946	40578	3.791	0.016	38.9689221	-76.7177355                                                                                                                                         
MD	24033800505	2215462	0	0.855	0.	38.9581156	-76.730711                                                                                                                                                 
MD	24033800507	40411116	266564	15.603	0.103	38.9064512	-76.7062714                                                                                                                                      
MD	24033800509	15042079	32576	5.808	0.013	38.8957635	-76.7713226                                                                                                                                        
MD	24033800511	4025303	0	1.554	0.	38.9112953	-76.7294493                                                                                                                                                
MD	24033800513	5893330	15270	2.275	0.006	38.9606453	-76.7593049                                                                                                                                         
MD	24033800514	7164195	6615	2.766	0.003	38.9592889	-76.7834766                                                                                                                                          
MD	24033800515	3134434	52961	1.21	0.02	38.9456938	-76.7452951                                                                                                                                           
MD	24033800516	2617989	39107	1.011	0.015	38.9454867	-76.7288343                                                                                                                                         
MD	24033800517	11812627	29644	4.561	0.011	38.912238	-76.7643572                                                                                                                                         
MD	24033800518	12780925	191351	4.935	0.074	38.939944	-76.7870165                                                                                                                                        
MD	24033800519	3127539	0	1.208	0.	38.9266468	-76.7247516                                                                                                                                                
MD	24033800520	636898	0	0.246	0.	38.9393861	-76.7221206                                                                                                                                                 
MD	24033800601	8205211	139928	3.168	0.054	38.8265909	-76.7145815                                                                                                                                        
MD	24033800604	7583523	74298	2.928	0.029	38.8514075	-76.7107365                                                                                                                                         
MD	24033800605	24369090	741798	9.409	0.286	38.7982387	-76.7484697                                                                                                                                       
MD	24033800606	2008020	74555	0.775	0.029	38.8278223	-76.7622344                                                                                                                                         
MD	24033800607	16425299	148319	6.342	0.057	38.8552574	-76.7754842                                                                                                                                       
MD	24033800608	11747378	98431	4.536	0.038	38.8558523	-76.7424353                                                                                                                                        
MD	24033800701	27640034	56491	10.672	0.022	38.8401479	-76.8240487                                                                                                                                       
MD	24033800704	8596603	0	3.319	0.	38.7781062	-76.7828533                                                                                                                                                
MD	24033800705	9282814	38181	3.584	0.015	38.761088	-76.7865355                                                                                                                                          
MD	24033800706	11530097	28423	4.452	0.011	38.7764948	-76.8169711                                                                                                                                        
MD	24033800707	15475303	14570	5.975	0.006	38.805245	-76.7912595                                                                                                                                         
MD	24033800800	106692248	4690419	41.194	1.811	38.7107792	-76.7300104                                                                                                                                    
MD	24033800900	79975256	6133908	30.879	2.368	38.6048461	-76.7242704                                                                                                                                     
MD	24033801003	61935778	457953	23.914	0.177	38.6794572	-76.8631539                                                                                                                                      
MD	24033801004	36523557	219049	14.102	0.085	38.7250838	-76.8513765                                                                                                                                      
MD	24033801005	5199637	4858	2.008	0.002	38.7565957	-76.835778                                                                                                                                           
MD	24033801006	2737389	0	1.057	0.	38.7571595	-76.8230132                                                                                                                                                
MD	24033801104	17953120	91636	6.932	0.035	38.8098033	-76.8691578                                                                                                                                        
MD	24033801207	8131945	4918	3.14	0.002	38.7540356	-76.8669781                                                                                                                                           
MD	24033801208	3621794	1980	1.398	0.001	38.7471805	-76.8905647                                                                                                                                          
MD	24033801209	2920233	1098	1.128	0.	38.7344628	-76.903318                                                                                                                                              
MD	24033801210	5310881	54112	2.051	0.021	38.7684717	-76.9235417                                                                                                                                         
MD	24033801211	3195061	4422	1.234	0.002	38.7827065	-76.9058928                                                                                                                                          
MD	24033801212	2811193	0	1.085	0.	38.7929772	-76.9151904                                                                                                                                                
MD	24033801213	5093436	0	1.967	0.	38.7747752	-76.9393047                                                                                                                                                
MD	24033801214	6260363	13919	2.417	0.005	38.7923197	-76.8505009                                                                                                                                         
MD	24033801215	6861607	27963	2.649	0.011	38.7649898	-76.8483687                                                                                                                                         
MD	24033801216	8025745	50027	3.099	0.019	38.7523033	-76.9148895                                                                                                                                         
MD	24033801217	4053230	6648	1.565	0.003	38.7651558	-76.890362                                                                                                                                           
MD	24033801302	28253212	3439815	10.909	1.328	38.6741134	-77.0360274                                                                                                                                     
MD	24033801305	8108884	13185	3.131	0.005	38.7642507	-76.9718128                                                                                                                                         
MD	24033801307	8707342	3220994	3.362	1.244	38.7318678	-77.0086623                                                                                                                                       
MD	24033801308	2606256	0	1.006	0.	38.7161564	-77.0005143                                                                                                                                                
MD	24033801309	7559948	8605317	2.919	3.323	38.7102524	-77.0317003                                                                                                                                       
MD	24033801310	25301636	85943	9.769	0.033	38.6633112	-76.9831879                                                                                                                                        
MD	24033801311	36270794	44428	14.004	0.017	38.7120864	-76.9495856                                                                                                                                       
MD	24033801312	6335934	7813	2.446	0.003	38.7183053	-76.9768917                                                                                                                                          
MD	24033801313	5332934	13666	2.059	0.005	38.745892	-76.9832014                                                                                                                                          
MD	24033801404	5234235	5410539	2.021	2.089	38.7909435	-77.0222938                                                                                                                                       
MD	24033801405	3422123	13230	1.321	0.005	38.7987325	-76.9896873                                                                                                                                         
MD	24033801406	4130673	18602	1.595	0.007	38.7771595	-76.9800136                                                                                                                                         
MD	24033801407	5883982	5770	2.272	0.002	38.792036	-76.949994                                                                                                                                            
MD	24033801408	2658399	0	1.026	0.	38.7998494	-76.9634017                                                                                                                                                
MD	24033801409	2886298	1062	1.114	0.	38.7901087	-76.9821766                                                                                                                                             
MD	24033801410	3030512	2681738	1.17	1.035	38.7564194	-77.023794                                                                                                                                         
MD	24033801411	3579498	4375	1.382	0.002	38.7700808	-77.001109                                                                                                                                           
MD	24033801500	3945116	1080225	1.523	0.417	38.806066	-77.0107055                                                                                                                                        
MD	24033801600	549282	0	0.212	0.	38.8203631	-76.9964505                                                                                                                                                 
MD	24033801701	2167949	0	0.837	0.	38.8066469	-76.9437236                                                                                                                                                
MD	24033801702	1381131	0	0.533	0.	38.8103778	-76.9586498                                                                                                                                                
MD	24033801704	2343124	0	0.905	0.	38.8234411	-76.9807272                                                                                                                                                
MD	24033801706	1230121	0	0.475	0.	38.823162	-76.9603063                                                                                                                                                 
MD	24033801707	2078921	0	0.803	0.	38.8131069	-76.9848777                                                                                                                                                
MD	24033801708	1742287	0	0.673	0.	38.815924	-76.9647539                                                                                                                                                 
MD	24033801801	659344	0	0.255	0.	38.8291686	-76.947898                                                                                                                                                  
MD	24033801802	1076605	0	0.416	0.	38.8348674	-76.950463                                                                                                                                                 
MD	24033801804	800003	0	0.309	0.	38.8408839	-76.9580062                                                                                                                                                 
MD	24033801805	688954	0	0.266	0.	38.8463903	-76.9558384                                                                                                                                                 
MD	24033801807	2950591	8754	1.139	0.003	38.8363825	-76.9708108                                                                                                                                          
MD	24033801808	1173651	0	0.453	0.	38.8327451	-76.9625289                                                                                                                                                
MD	24033801901	4415828	0	1.705	0.	38.8083563	-76.9269322                                                                                                                                                
MD	24033801904	3832680	2892	1.48	0.001	38.8128814	-76.9058078                                                                                                                                           
MD	24033801905	4683358	32885	1.808	0.013	38.8259053	-76.9093403                                                                                                                                         
MD	24033801906	1874183	0	0.724	0.	38.8301626	-76.888256                                                                                                                                                 
MD	24033801907	4078165	7028	1.575	0.003	38.8268937	-76.935807                                                                                                                                           
MD	24033801908	1587815	0	0.613	0.	38.8444554	-76.943771                                                                                                                                                 
MD	24033802001	1864688	0	0.72	0.	38.8401426	-76.9194955                                                                                                                                                 
MD	24033802002	1897789	0	0.733	0.	38.8478842	-76.914964                                                                                                                                                 
MD	24033802103	1897388	4108	0.733	0.002	38.8487846	-76.8906618                                                                                                                                          
MD	24033802104	1753437	0	0.677	0.	38.8374123	-76.87917                                                                                                                                                  
MD	24033802106	1047965	0	0.405	0.	38.8403251	-76.8945683                                                                                                                                                
MD	24033802107	892426	0	0.345	0.	38.8429389	-76.9027425                                                                                                                                                 
MD	24033802201	6624392	12631	2.558	0.005	38.8479982	-76.8539783                                                                                                                                         
MD	24033802203	3787294	0	1.462	0.	38.8520844	-76.8703467                                                                                                                                                
MD	24033802204	8005248	1210	3.091	0.	38.871171	-76.8613977                                                                                                                                              
MD	24033802301	1613145	0	0.623	0.	38.8571492	-76.8906411                                                                                                                                                
MD	24033802404	915655	0	0.354	0.	38.8641336	-76.8909924                                                                                                                                                 
MD	24033802405	3974775	8728	1.535	0.003	38.8556709	-76.936699                                                                                                                                           
MD	24033802406	897496	0	0.347	0.	38.8553465	-76.9211247                                                                                                                                                 
MD	24033802407	1410134	929	0.544	0.	38.8593834	-76.9089053                                                                                                                                              
MD	24033802408	548941	0	0.212	0.	38.8651094	-76.919751                                                                                                                                                  
MD	24033802501	868767	0	0.335	0.	38.8623009	-76.9448553                                                                                                                                                 
MD	24033802502	1009589	0	0.39	0.	38.8693278	-76.930274                                                                                                                                                  
MD	24033802600	916270	0	0.354	0.	38.8755529	-76.9241902                                                                                                                                                 
MD	24033802700	1112704	0	0.43	0.	38.8840144	-76.9143548                                                                                                                                                 
MD	24033802803	4303567	6669	1.662	0.003	38.8738924	-76.9054707                                                                                                                                          
